Super_Gemeindename;Erststimmen;AfD - Erststimmen;%AFD
Ruttersdorf-Lotschen;192;75;39.0625
Räbke;442;118;26.69683257918552
Räckelwitz / Worklecy;551;206;37.386569872958255
Rätzlingen;230;48;20.869565217391305
Röbel/Müritz, Stadt;2381;926;38.891222175556486
Röckingen;512;95;18.5546875
Röckwitz;172;69;40.116279069767444
Rödelhausen;44;15;34.09090909090909
Rödelmaier;614;0;0.0
Rödelsee;1328;228;17.16867469879518
Rödental, St;8268;1976;23.89937106918239
Röderaue;1772;969;54.683972911963885
Röderland;2578;1306;50.659425911559346
Rödermark, Stadt;16017;2441;15.240057438971093
Rödern;92;20;21.73913043478261
Rödersheim-Gronau;1987;437;21.992954202315047
Rödinghausen;6497;1486;22.87209481299061
Röfingen;768;185;24.088541666666668
Rögling;444;89;20.045045045045047
Rögnitz;104;54;51.92307692307692
Röhl;146;36;24.65753424657534
Röhrmoos;3889;558;14.34816148110054
Röhrnbach, M;2846;826;29.023190442726634
Röllbach;1161;304;26.184323858742463
Römerberg;6305;1215;19.270420301348135
Römerstein;2856;577;20.203081232493
Römhild, Stadt;4575;1735;37.923497267759565
Römstedt;387;66;17.05426356589147
Röslau;1329;329;24.755455229495862
Rösrath, Stadt;18451;2201;11.928892742940763
Rötgesbüttel;1217;280;23.007395234182415
Rötha, Stadt;4014;1514;37.7179870453413
Röthenbach (Allgäu);1279;222;17.35731039874902
Röthenbach a.d.Pegnitz, St;7088;1179;16.63374717832957
Röthlein;3084;629;20.395590142671853
Rötsweiler-Nockenthal;191;49;25.654450261780106
Röttenbach;5359;964;17.98843067736518
Röttingen, St;1107;169;15.266485998193316
Rötz, St;2238;591;26.407506702412867
Rövershagen;1148;380;33.10104529616725
Rüber;243;66;27.160493827160494
Rückeroth;175;56;32.0
Rückersdorf;4387;897;20.446774561203554
Rückholz;641;142;22.152886115444616
Rückweiler;139;27;19.424460431654676
Rüdenau;485;88;18.144329896907216
Rüdenhausen, M;589;144;24.448217317487266
Rüdersdorf bei Berlin;9923;4248;42.809634183210726
Rüdershausen;376;74;19.680851063829788
Rüdesheim;996;194;19.477911646586346
Rüdesheim am Rhein, Stadt;5173;994;19.215155615696887
Rüdnitz;1042;399;38.29174664107486
Rügge;148;22;14.864864864864865
Rügland;899;187;20.800889877641826
Rühen;2850;868;30.45614035087719
Rühn;526;230;43.72623574144487
Rühstädt;258;112;43.41085271317829
Rülzheim;2102;852;40.532825880114174
Rümmelsheim;560;117;20.892857142857142
Rümmingen;1126;191;16.962699822380106
Rümpel;676;111;16.420118343195266
Rüscheid;540;103;19.074074074074073
Rüsselsheim am Main, Stadt;28436;4671;16.426360950907302
Rüssingen;206;62;30.097087378640776
Rüthen, Stadt;7014;1140;16.253207869974336
Rüthnick;272;95;34.9264705882353
Rüting;301;143;47.50830564784053
Saal;735;329;44.76190476190476
Saal a.d.Donau;3535;822;23.253182461103254
Saal a.d.Saale, M;1081;0;0.0
Saalburg-Ebersdorf, Stadt;2224;925;41.59172661870504
Saaldorf-Surheim;3624;673;18.570640176600442
Saalfeld/Saale, Stadt;18422;7827;42.48724351319075
Saalstadt;133;28;21.05263157894737
Saara;352;174;49.43181818181818
Saarbrücken, Landeshauptstadt;93564;17887;19.11739557949639
Saarburg, Stadt;1879;369;19.638105375199576
Saarlouis, Kreisstadt;20429;4329;21.19046453570904
Saarwellingen;8620;1754;20.348027842227378
Sachsen b.Ansbach;2481;441;17.775090689238212
Sachsenhagen, Stadt;1055;219;20.75829383886256
Sachsenheim, Stadt;10800;2243;20.76851851851852
Sachsenkam;925;188;20.324324324324323
Saerbeck, NRW-Klimakommune;4645;614;13.218514531754575
Saffig;1414;262;18.52899575671853
Sagard;932;480;51.502145922746784
Sahms;234;37;15.811965811965813
Sailauf;2532;468;18.48341232227488
Salach;4355;961;22.06659012629162
Salching;1873;461;24.612920448478377
Saldenburg;1373;387;28.186453022578295
Salem;7892;1406;17.815509376583883
Salgen;1020;260;25.49019607843137
Sallgast;721;319;44.24410540915395
Salm;137;21;15.328467153284672
Salmtal;826;126;15.254237288135593
Salz;1884;105;5.573248407643312
Salzatal;7988;3136;39.25888833249875
Salzbergen;5361;641;11.95672449169931
Salzburg;101;27;26.73267326732673
Salzgitter, Stadt;51655;13886;26.882199206272386
Salzhausen;2219;403;18.161333934204595
Salzhemmendorf, Flecken;6172;1440;23.331173039533375
Salzkotten, Stadt;16505;2825;17.116025446834293
Salzwedel, Hansestadt;13856;4969;35.861720554272516
Salzweg;4379;942;21.511760675953415
Samerberg;1893;369;19.492868462757528
Samern;449;62;13.808463251670378
Samtens;790;397;50.25316455696203
Sand a.Main;2176;0;0.0
Sandau (Elbe), Stadt;546;234;42.857142857142854
Sandberg;1676;0;0.0
Sandbostel;484;86;17.768595041322314
Sande;5724;1138;19.881201956673653
Sandersdorf-Brehna, Stadt;9525;4110;43.1496062992126
Sandesneben;923;220;23.8353196099675
Sandhausen;9454;1945;20.573302305902263
Sangerhausen, Stadt;15286;6333;41.430066727724714
Sanitz;4472;1563;34.95080500894454
Sankt Alban;188;37;19.680851063829788
Sankt Aldegund;213;30;14.084507042253522
Sankt Annen;158;45;28.481012658227847
Sankt Augustin, Stadt;33634;5375;15.98085270856871
Sankt Englmar;1079;204;18.906394810009267
Sankt Goar, Stadt;1710;255;14.912280701754385
Sankt Goarshausen, Loreleystadt, Stadt;299;77;25.752508361204015
Sankt Johann;696;193;27.729885057471265
Sankt Julian;385;119;30.90909090909091
Sankt Katharinen;135;21;15.555555555555555
Sankt Katharinen (Landkreis Neuwied);1126;361;32.06039076376554
Sankt Margarethen (einschl. Büttel);509;141;27.701375245579566
Sankt Martin;533;64;12.007504690431519
Sankt Michaelisdonn;1718;471;27.41559953434226
Sankt Oswald-Riedlhütte;2043;547;26.77435144395497
Sankt Peter-Ording;1348;180;13.353115727002967
Sankt Sebastian;1519;277;18.235681369321924
Sankt Thomas (einschl. Usch und Zendscheid);116;26;22.413793103448278
Sankt Wolfgang;2956;512;17.320703653585927
Sargenroth;213;42;19.718309859154928
Sarlhusen;310;65;20.967741935483872
Sarmersbach;96;8;8.333333333333334
Sarmstorf;271;112;41.32841328413284
Sarnow;195;105;53.84615384615385
Sarow;351;175;49.857549857549856
Sarstedt, Stadt;12286;2617;21.300667426338922
Sarzbüttel;406;94;23.15270935960591
Sasbach;3415;718;21.024890190336748
Sasbach am Kaiserstuhl;2340;377;16.11111111111111
Sasbachwalden;1527;276;18.074656188605108
Sassen;52;6;11.538461538461538
Sassen-Trantow;527;279;52.94117647058823
Sassenberg, Stadt;9049;1742;19.250745938777765
Sassenburg;7467;2197;29.422793625284587
Sassnitz, Stadt;5422;2202;40.61232017705644
Saterland;8183;2173;26.555053158988144
Satow;4096;1692;41.30859375
Satteldorf;3509;877;24.992875463094897
Sauensiek;1289;306;23.73933281613654
Sauerlach;5168;689;13.33204334365325
Sauerthal;80;20;25.0
Sauldorf;1765;462;26.175637393767705
Saulgrub;1103;168;15.231187669990934
Saulheim;3213;477;14.84593837535014
Saustrup;108;16;14.814814814814815
Sauzin;237;142;59.91561181434599
Saxler;31;7;22.580645161290324
Sayda, Stadt;750;394;52.53333333333333
Schaafheim;5809;1293;22.258564296780857
Schaalby;762;120;15.748031496062993
Schacht-Audorf;2360;489;20.720338983050848
Schachtebich;129;24;18.6046511627907
Schackendorf;442;102;23.076923076923077
Schafflund;1418;222;15.655853314527503
Schafstedt;747;169;22.623828647925034
Schalkau, Stadt;2121;972;45.82743988684583
Schalkenbach;251;58;23.10756972111554
Schalkenmehren;203;27;13.300492610837438
Schalkham;638;96;15.047021943573668
Schalkholz;285;80;28.07017543859649
Schalksmühle;6770;1443;21.314623338257014
Schallbach;528;90;17.045454545454547
Schallodenbach;567;175;30.864197530864196
Schallstadt;4252;506;11.900282220131702
Schankweiler;70;19;27.142857142857142
Schapen;1222;225;18.412438625204583
Schaprode;218;105;48.1651376146789
Scharbeutz;8251;1288;15.610229063143862
Scharfbillig;41;5;12.195121951219512
Scharnebeck;1727;316;18.297625940938044
Schashagen;945;197;20.84656084656085
Schauenburg;7077;1352;19.10414017238943
Schauenstein, St;1248;285;22.83653846153846
Schauerberg;76;20;26.31578947368421
Schaufling;1026;282;27.485380116959064
Schauren;383;133;34.72584856396867
Schechen;3450;717;20.782608695652176
Schechingen;1529;408;26.68410725964683
Scheden;942;184;19.532908704883226
Scheer, Stadt;1510;391;25.894039735099337
Scheeßel;8722;1352;15.501031873423527
Schefflenz;2590;720;27.7992277992278
Scheggerott;180;27;15.0
Scheibenberg, Stadt;1410;660;46.808510638297875
Scheibenhardt;419;76;18.13842482100239
Scheid;69;13;18.840579710144926
Scheidegg, M;2780;442;15.899280575539569
Scheiditz;46;13;28.26086956521739
Scheidt;137;34;24.817518248175183
Scheinfeld, St;2895;644;22.245250431778928
Schelklingen, Stadt;3875;945;24.387096774193548
Schellerten;5525;1089;19.710407239819006
Schellhorn;768;133;17.317708333333332
Schellweiler;209;66;31.57894736842105
Schemmerhofen;5691;1143;20.08434370057986
Schenefeld;1245;248;19.919678714859437
Schenefeld, Stadt;12204;1827;14.970501474926253
Schenkelberg;245;68;27.755102040816325
Schenkenberg;294;148;50.34013605442177
Schenkendöbern/Derbno;2438;1167;47.86710418375718
Schenkenzell;1179;175;14.843087362171332
Schenklengsfeld;3005;698;23.227953410981698
Schermbeck;9688;1401;14.461189099917423
Schernfeld;2132;428;20.075046904315197
Scherstetten;739;148;20.027063599458728
Scheuerfeld;747;172;23.025435073627843
Scheuern (in Berkoth enthalten);0;0;
Scheuring;1326;257;19.381598793363498
Scheyern;3325;587;17.654135338345863
Scheßlitz, St;4944;1178;23.826860841423947
Schieder-Schwalenberg, Stadt;5106;1227;24.030552291421856
Schieren;160;19;11.875
Schierensee;194;26;13.402061855670103
Schierling, M;5217;1227;23.51926394479586
Schiersfeld;80;19;23.75
Schiesheim;97;31;31.95876288659794
Schiffdorf;9833;2001;20.34984236753788
Schifferstadt, Stadt;11734;2245;19.13243565706494
Schiffweiler;9970;2566;25.737211634904714
Schilda;226;114;50.442477876106196
Schildetal;401;196;48.87780548628429
Schillingen;419;108;25.77565632458234
Schillingsfürst, St;1670;407;24.37125748502994
Schillsdorf;532;113;21.2406015037594
Schiltach, Stadt;2321;410;17.664799655320984
Schiltberg;1376;343;24.927325581395348
Schimberg;1031;423;41.02812803103783
Schindhard;165;51;30.90909090909091
Schinkel;573;54;9.424083769633508
Schiphorst;344;69;20.058139534883722
Schipkau;4254;2073;48.73060648801128
Schirgiswalde-Kirschau, Stadt;3989;1866;46.778641263474555
Schirmitz;1452;309;21.28099173553719
Schirnding, M;641;153;23.868954758190327
Schkeuditz, Stadt;11277;4432;39.301232597321984
Schkopau;7524;3147;41.82615629984051
Schkölen, Stadt;1732;838;48.38337182448037
Schladen-Werla;5854;1318;22.51451998633413
Schladt;53;13;24.528301886792452
Schlagsdorf;601;242;40.26622296173045
Schlaitdorf;1345;252;18.736059479553905
Schlammersdorf;649;135;20.801232665639446
Schlangen;5789;1284;22.17999654517188
Schlangenbad;4004;634;15.834165834165834
Schlat;1184;228;19.256756756756758
Schlaubetal;1053;553;52.51661918328585
Schleching;1258;201;15.977742448330684
Schlechtsart;102;52;50.98039215686274
Schlehdorf;869;122;14.039125431530495
Schleich;103;14;13.592233009708737
Schleid;723;242;33.4716459197787
Schleiden, Stadt;8208;1543;18.798732943469787
Schleife / Slepo;1290;785;60.85271317829457
Schleifreisen;243;149;61.31687242798354
Schleiz, Stadt;5391;2570;47.67204600259692
Schlemmin;156;68;43.58974358974359
Schlepzig/Słopišća;323;155;47.98761609907121
Schlesen;331;49;14.803625377643504
Schleswig, Stadt;14978;2419;16.15035385231673
Schlettau, Stadt;1472;732;49.72826086956522
Schleusegrund;1719;759;44.153577661431065
Schleusingen, Stadt;7104;2829;39.82263513513514
Schlichting;127;32;25.19685039370079
Schlieben, Stadt;1602;699;43.63295880149813
Schliengen;3900;725;18.58974358974359
Schlier;2645;481;18.185255198487713
Schlierbach;2413;487;20.182345627849152
Schlierschied;99;19;19.19191919191919
Schliersee, M;4393;656;14.93284771226952
Schlitz, Stadt;5986;1480;24.724356832609423
Schloen-Dratow;460;214;46.52173913043478
Schlotfeld;124;29;23.387096774193548
Schloß Holte-Stukenbrock, Stadt;17094;3653;21.37007137007137
Schloßböckelheim;160;39;24.375
Schloßvippach;794;394;49.622166246851386
Schluchsee;1409;201;14.26543647977289
Schlöben;528;217;41.09848484848485
Schlüchtern, Stadt;9700;2405;24.79381443298969
Schlüsselfeld, St;3785;1047;27.661822985468955
Schmalenberg;330;116;35.15151515151515
Schmalensee;247;47;19.02834008097166
Schmalfeld;1124;280;24.91103202846975
Schmalkalden, Stadt;11251;4667;41.480757266020795
Schmallenberg, Stadt;16504;2035;12.33034415899176
Schmalstede;127;29;22.834645669291337
Schmatzin;145;85;58.62068965517241
Schmedeswurth;107;20;18.69158878504673
Schmeheim;167;71;42.51497005988024
Schmelz;10187;2519;24.727593992343184
Schmidgaden;2215;520;23.47629796839729
Schmidmühlen, M;1548;398;25.710594315245476
Schmidthachenbach;173;33;19.07514450867052
Schmiechen;913;214;23.43921139101862
Schmiedehausen;197;90;45.68527918781726
Schmieritz;229;142;62.00873362445415
Schmilau (einschl. Fredeburg);320;62;19.375
Schmitshausen;159;40;25.157232704402517
Schmitt;70;8;11.428571428571429
Schmitten im Taunus;5725;1057;18.46288209606987
Schmittweiler;73;20;27.397260273972602
Schmißberg;77;19;24.675324675324674
Schmogrow-Fehrow/Smogorjow-Prjawoz;483;257;53.20910973084886
Schmorda (in Peuschen enthalten);0;0;
Schmölln, Stadt;7874;3873;49.18719837439675
Schmölln-Putzkau;2045;1186;57.99511002444988
Schnabelwaid, M;688;153;22.238372093023255
Schnackenburg, Stadt;223;35;15.695067264573991
Schnaitsee;2522;473;18.754956383822364
Schnaittach, M;5551;902;16.249324446045758
Schnaittenbach, St;2824;617;21.848441926345608
Schnakenbek;475;125;26.31578947368421
Schnarup-Thumby;252;56;22.22222222222222
Schnaudertal;638;385;60.3448275862069
Schneckenhausen;380;145;38.1578947368421
Schneckenlohe;680;161;23.676470588235293
Schneeberg, M;1160;154;13.275862068965518
Schneeberg, Stadt;8848;3954;44.6880650994575
Schnega;562;122;21.708185053380785
Schneizlreuth;908;140;15.418502202643172
Schnelldorf;2395;556;23.215031315240083
Schneppenbach;110;29;26.363636363636363
Schneverdingen, Stadt;12509;2276;18.19489967223599
Schnorbach;128;29;22.65625
Schnürpflingen;924;237;25.649350649350648
Schoden;214;30;14.018691588785046
Scholen;368;80;21.73913043478261
Schollbrunn;594;120;20.2020202020202
Schollene;717;292;40.725244072524404
Schonach im Schwarzwald;2449;438;17.88485095957534
Schondorf am Ammersee;2655;229;8.625235404896422
Schondra, M;1168;0;0.0
Schongau, St;6775;1234;18.214022140221402
Schonstett;909;174;19.141914191419144
Schonungen;5285;978;18.505203405865657
Schopfheim, Stadt;11389;2234;19.615418386162087
Schopfloch;1698;454;26.73733804475854
Schopfloch, M;1786;456;25.53191489361702
Schopp;987;238;24.113475177304963
Schorfheide;7156;2701;37.74455002794858
Schorndorf;2076;542;26.107899807321772
Schorndorf, Stadt;23078;4665;20.214056677355057
Schornsheim;628;118;18.78980891719745
Schorssow;229;112;48.90829694323144
Schortens, Stadt;14192;2799;19.72237880496054
Schossin;164;66;40.24390243902439
Schotten, Stadt;6619;1812;27.375736516090043
Schraden;286;152;53.14685314685315
Schramberg, Stadt;11284;2887;25.584898971995745
Schraplau, Stadt;652;314;48.15950920245399
Schrecksbach;2100;477;22.714285714285715
Schretstaken;308;63;20.454545454545453
Schriesheim, Stadt;9852;1187;12.048315062931385
Schrobenhausen, St;10439;2125;20.35635597279433
Schrozberg, Stadt;3348;903;26.97132616487455
Schuby;1465;232;15.83617747440273
Schuld;207;47;22.705314009661837
Schulendorf;269;58;21.561338289962826
Schulzendorf;6378;1835;28.770774537472562
Schuttertal;2107;298;14.143331751305173
Schutterwald;4784;870;18.18561872909699
Schutz;58;13;22.413793103448278
Schutzbach;146;46;31.506849315068493
Schwaan, Stadt;2496;1124;45.032051282051285
Schwaara (in Korbußen enthalten);0;0;
Schwabach;24422;4433;18.15166653017771
Schwabbruck;656;105;16.00609756097561
Schwabenheim an der Selz;1059;185;17.469310670443814
Schwabhausen;4632;918;19.818652849740932
Schwabmünchen, St;9225;1856;20.119241192411923
Schwabsoien;1004;157;15.637450199203187
Schwabstedt;674;147;21.810089020771514
Schwaförden;758;154;20.316622691292874
Schwaig b.Nürnberg;5824;754;12.946428571428571
Schwaigen;444;74;16.666666666666668
Schwaigern, Stadt;6894;1491;21.62750217580505
Schwaikheim;5624;854;15.184921763869133
Schwalbach;11643;2571;22.081937644936872
Schwalbach am Taunus, Stadt;7842;1064;13.567967355266514
Schwall;110;27;24.545454545454547
Schwallungen;1284;725;56.46417445482866
Schwalmstadt, Konfirmationsstadt;10710;2811;26.246498599439775
Schwalmtal;14061;2316;16.471090249626627
Schwanau;4483;1090;24.31407539594022
Schwandorf, GKSt;16724;4595;27.475484333891412
Schwanebeck, Stadt;1502;813;54.12782956058589
Schwanewede;13546;2716;20.050199320832718
Schwanfeld;1246;210;16.853932584269664
Schwangau;2067;288;13.933236574746008
Schwanheide;366;153;41.80327868852459
Schwanheim;189;58;30.687830687830687
Schwanstetten, M;5030;973;19.343936381709742
Schwarme;1344;318;23.660714285714285
Schwarmstedt;2759;697;25.262776368249366
Schwartbuck;444;79;17.792792792792792
Schwarz;209;85;40.66985645933014
Schwarza;585;308;52.64957264957265
Schwarzach;1516;328;21.63588390501319
Schwarzach a.Main, M;2462;391;15.881397238017872
Schwarzach b.Nabburg;1003;281;28.015952143569294
Schwarzach, M;1882;462;24.548352816153027
Schwarzatal, Stadt;2303;1165;50.58619192357794
Schwarzbach;542;325;59.96309963099631
Schwarzburg;291;170;58.419243986254294
Schwarzen;60;17;28.333333333333332
Schwarzenbach;779;234;30.038510911424904
Schwarzenbach a.Wald, St;2808;661;23.53988603988604
Schwarzenbach a.d.Saale, St;4358;1029;23.611748508490134
Schwarzenbek, Stadt;9664;1947;20.146937086092716
Schwarzenberg/Erzgeb., Stadt;10282;5007;48.69675160474616
Schwarzenborn, Stadt;642;176;27.414330218068535
Schwarzenbruck;5206;881;16.92278140606992
Schwarzenfeld, M;4340;1156;26.63594470046083
Schwarzerden;132;25;18.939393939393938
Schwarzheide, Stadt;3516;1650;46.9283276450512
Schwarzhofen, M;977;264;27.021494370522007
Schwasdorf;222;109;49.0990990990991
Schwebheim;2734;583;21.324067300658378
Schwedelbach;704;171;24.289772727272727
Schwedeneck;1420;180;12.67605633802817
Schwedt/Oder, Stadt;21041;8521;40.49712466137541
Schwegenheim;986;326;33.06288032454361
Schweich, Stadt;2275;399;17.53846153846154
Schweickershausen;94;44;46.808510638297875
Schweigen-Rechtenbach;509;123;24.165029469548134
Schweighausen;98;23;23.46938775510204
Schweighofen;204;51;25.0
Schweindorf;337;94;27.893175074183976
Schweinfurt;26770;7003;26.15988046320508
Schweinschied;68;21;30.88235294117647
Schweisweiler;122;42;34.42622950819672
Schweitenkirchen;3392;756;22.287735849056602
Schweix;110;38;34.54545454545455
Schwelm, Stadt;16194;3108;19.19229344201556
Schwendi;4278;1020;23.842917251051894
Schwenningen;2090;547;26.172248803827753
Schwentinental, Stadt;9327;1334;14.30256245309317
Schwepnitz;1667;869;52.129574085182966
Schweppenhausen;331;72;21.75226586102719
Schwerbach;36;7;19.444444444444443
Schwerin;456;198;43.421052631578945
Schwerin, Landeshauptstadt;58920;18397;31.22369314324508
Schweringen;487;86;17.659137577002053
Schwerinsdorf;422;115;27.251184834123222
Schwerstedt;330;161;48.78787878787879
Schwerte, Hansestadt an der Ruhr;29004;4576;15.777134188387809
Schwesing;528;95;17.992424242424242
Schwetzingen, Stadt;12039;2174;18.057978237395133
Schwieberdingen;6457;1160;17.964999225646586
Schwielochsee/Gójacki Jazor;759;338;44.53227931488801
Schwielowsee;7681;1695;22.067439135529227
